appliance_name,local_time,current_power,distance_ultrasonic,distance_bluetooth,distance_ultrawideband,user_presence_detected
lamp,2025-03-09 23:21:05,10671,0,0,0,1
lamp,2025-03-09 23:21:15,10481,0,0,0,1
lamp,2025-03-09 23:21:26,10386,0,0,0,1
lamp,2025-03-09 23:21:37,10503,0,0,0,1
lamp,2025-03-09 23:21:48,10417,0,0,0,1
lamp,2025-03-09 23:21:59,10614,0,0,0,1
lamp,2025-03-09 23:22:09,10479,0,0,0,1
lamp,2025-03-09 23:22:21,10463,0,0,0,1
lamp,2025-03-09 23:22:31,10417,0,0,0,1
lamp,2025-03-09 23:22:41,10050,0,0,0,1
lamp,2025-03-09 23:22:53,10106,0,0,0,1
lamp,2025-03-09 23:23:04,10496,0,0,0,1
lamp,2025-03-09 23:23:14,10500,0,0,0,1
lamp,2025-03-09 23:23:25,10458,0,0,0,1
lamp,2025-03-09 23:23:35,10734,0,0,0,1
lamp,2025-03-09 23:23:46,10672,0,0,0,1
lamp,2025-03-09 23:23:57,10375,0,0,0,1
lamp,2025-03-09 23:24:07,10609,0,0,0,1
lamp,2025-03-09 23:24:18,10357,0,0,0,1
lamp,2025-03-09 23:24:28,10418,0,0,0,1
lamp,2025-03-09 23:24:39,10277,0,0,0,1
lamp,2025-03-09 23:24:49,10307,0,0,0,1
lamp,2025-03-09 23:24:59,10164,0,0,0,1
lamp,2025-03-09 23:25:09,9997,0,0,0,1
lamp,2025-03-09 23:25:21,10471,0,0,0,1
lamp,2025-03-09 23:25:32,10162,0,0,0,1
lamp,2025-03-09 23:25:44,10367,0,0,0,1
lamp,2025-03-09 23:25:57,10195,0,0,0,1
lamp,2025-03-09 23:26:07,10307,0,0,0,1
lamp,2025-03-09 23:26:18,10450,0,0,0,1
lamp,2025-03-09 23:26:29,10401,0,0,0,1
lamp,2025-03-09 23:26:40,10411,0,0,0,1
lamp,2025-03-09 23:26:52,10205,0,0,0,1
lamp,2025-03-09 23:27:04,10628,0,0,0,1
lamp,2025-03-09 23:27:15,10376,0,0,0,1
lamp,2025-03-09 23:27:26,10449,0,0,0,1
lamp,2025-03-09 23:27:36,10376,0,0,0,1
lamp,2025-03-09 23:27:48,10330,0,0,0,1
lamp,2025-03-09 23:27:59,10293,0,0,0,1
lamp,2025-03-09 23:28:11,10079,0,0,0,1
lamp,2025-03-09 23:28:22,10287,0,0,0,1
lamp,2025-03-09 23:28:33,10375,0,0,0,1
lamp,2025-03-09 23:28:43,10419,0,0,0,1
lamp,2025-03-09 23:28:55,10504,0,0,0,1
lamp,2025-03-09 23:29:06,10265,0,0,0,1
lamp,2025-03-09 23:29:16,10051,0,0,0,1
lamp,2025-03-09 23:29:27,10264,0,0,0,1
lamp,2025-03-09 23:29:39,10598,0,0,0,1
lamp,2025-03-09 23:29:49,10285,0,0,0,1
lamp,2025-03-09 23:30:00,10329,0,0,0,1
lamp,2025-03-09 23:30:11,10713,0,0,0,1
lamp,2025-03-09 23:30:22,10406,0,0,0,1
lamp,2025-03-09 23:30:32,10305,0,0,0,1
lamp,2025-03-09 23:30:43,10207,0,0,0,1
lamp,2025-03-09 23:30:54,10060,0,0,0,1
lamp,2025-03-09 23:31:05,10308,0,0,0,1
lamp,2025-03-09 23:31:16,10576,0,0,0,1
lamp,2025-03-09 23:31:31,10091,0,0,0,1
lamp,2025-03-09 23:31:41,10468,0,0,0,1
lamp,2025-03-09 23:31:53,10567,0,0,0,1
lamp,2025-03-09 23:32:04,10421,0,0,0,1
lamp,2025-03-09 23:32:15,10235,0,0,0,1
lamp,2025-03-09 23:32:31,10532,0,0,0,1
lamp,2025-03-09 23:32:42,10206,0,0,0,1
lamp,2025-03-09 23:32:57,10662,0,0,0,1
lamp,2025-03-09 23:33:08,10372,0,0,0,1
lamp,2025-03-09 23:33:18,10396,0,0,0,1
lamp,2025-03-09 23:33:30,10505,0,0,0,1
lamp,2025-03-09 23:33:41,10450,0,0,0,1
lamp,2025-03-09 23:33:52,10138,0,0,0,1
lamp,2025-03-09 23:34:04,10462,0,0,0,1
lamp,2025-03-09 23:34:16,10589,0,0,0,1
lamp,2025-03-09 23:34:28,10419,0,0,0,1
lamp,2025-03-09 23:34:40,10809,0,0,0,1
lamp,2025-03-09 23:34:51,10296,0,0,0,1
lamp,2025-03-09 23:35:01,10402,0,0,0,1
lamp,2025-03-09 23:35:12,10190,0,0,0,1
lamp,2025-03-09 23:35:23,10494,0,0,0,1
lamp,2025-03-09 23:35:33,10305,0,0,0,1
lamp,2025-03-09 23:35:45,10369,0,0,0,1
lamp,2025-03-09 23:35:56,10388,0,0,0,1
lamp,2025-03-09 23:36:07,10500,0,0,0,1
lamp,2025-03-09 23:36:18,10649,0,0,0,1
lamp,2025-03-09 23:36:29,10597,0,0,0,1
lamp,2025-03-09 23:36:41,9996,0,0,0,1
lamp,2025-03-09 23:36:51,10541,0,0,0,1
lamp,2025-03-09 23:37:01,10040,0,0,0,1
lamp,2025-03-09 23:37:13,10424,0,0,0,1
lamp,2025-03-09 23:37:23,10394,0,0,0,1
lamp,2025-03-09 23:37:33,10478,0,0,0,1
lamp,2025-03-09 23:37:47,10299,0,0,0,1
lamp,2025-03-09 23:37:58,10405,0,0,0,1
lamp,2025-03-09 23:38:08,10356,0,0,0,1
lamp,2025-03-09 23:38:19,10313,0,0,0,1
lamp,2025-03-09 23:38:30,10636,0,0,0,1
lamp,2025-03-09 23:38:40,10402,0,0,0,1
lamp,2025-03-09 23:38:52,10452,0,0,0,1
lamp,2025-03-09 23:39:02,10274,0,0,0,1
lamp,2025-03-09 23:39:14,10266,0,0,0,1
lamp,2025-03-09 23:39:24,10414,0,0,0,1
lamp,2025-03-09 23:39:35,10452,0,0,0,1
lamp,2025-03-09 23:39:47,10496,0,0,0,1
lamp,2025-03-09 23:39:58,10538,0,0,0,1
lamp,2025-03-09 23:40:09,10437,0,0,0,1
lamp,2025-03-09 23:40:21,10673,0,0,0,1
lamp,2025-03-09 23:40:32,10150,0,0,0,1
lamp,2025-03-09 23:40:42,10062,0,0,0,1
lamp,2025-03-09 23:40:53,10376,0,0,0,1
lamp,2025-03-09 23:41:04,10432,0,0,0,1
lamp,2025-03-09 23:41:14,10291,0,0,0,1
lamp,2025-03-09 23:41:29,10455,0,0,0,1
lamp,2025-03-09 23:41:40,10315,0,0,0,1
lamp,2025-03-09 23:41:51,10392,0,0,0,1
lamp,2025-03-09 23:42:03,10660,0,0,0,1
lamp,2025-03-09 23:42:14,10559,0,0,0,1
lamp,2025-03-09 23:42:25,10277,0,0,0,1
lamp,2025-03-09 23:42:36,10487,0,0,0,1
lamp,2025-03-09 23:42:48,10548,0,0,0,1
lamp,2025-03-09 23:42:58,10531,0,0,0,1
lamp,2025-03-09 23:43:09,10600,0,0,0,1
lamp,2025-03-09 23:43:19,10508,0,0,0,1
lamp,2025-03-09 23:43:31,10747,0,0,0,1
lamp,2025-03-09 23:43:42,10532,0,0,0,1
lamp,2025-03-09 23:43:53,10420,0,0,0,1
lamp,2025-03-09 23:44:03,10300,0,0,0,1
lamp,2025-03-09 23:44:13,10374,0,0,0,1
lamp,2025-03-09 23:44:25,10367,0,0,0,1
lamp,2025-03-09 23:44:36,9992,0,0,0,1
lamp,2025-03-09 23:44:46,10409,0,0,0,1
lamp,2025-03-09 23:44:58,10227,0,0,0,1
lamp,2025-03-09 23:45:08,9930,0,0,0,1
lamp,2025-03-09 23:45:19,10544,0,0,0,1
lamp,2025-03-09 23:45:30,10574,0,0,0,1
lamp,2025-03-09 23:45:41,10514,0,0,0,1
lamp,2025-03-09 23:45:52,10558,0,0,0,1
lamp,2025-03-09 23:46:02,10560,0,0,0,1
lamp,2025-03-09 23:46:14,10310,0,0,0,1
lamp,2025-03-09 23:46:25,10530,0,0,0,1
lamp,2025-03-09 23:46:36,10542,0,0,0,1
lamp,2025-03-09 23:46:46,10427,0,0,0,1
lamp,2025-03-09 23:46:58,10390,0,0,0,1
lamp,2025-03-09 23:47:09,10108,0,0,0,1
lamp,2025-03-09 23:47:19,10415,0,0,0,1
lamp,2025-03-09 23:47:31,10474,0,0,0,1
lamp,2025-03-09 23:47:42,10303,0,0,0,1
lamp,2025-03-09 23:47:53,10446,0,0,0,1
lamp,2025-03-09 23:48:04,10413,0,0,0,1
lamp,2025-03-09 23:48:15,10403,0,0,0,1
lamp,2025-03-09 23:48:26,10680,0,0,0,1
lamp,2025-03-09 23:48:37,10441,0,0,0,1
lamp,2025-03-09 23:48:49,10457,0,0,0,1
lamp,2025-03-09 23:49:00,10428,0,0,0,1
lamp,2025-03-09 23:49:11,10412,0,0,0,1
lamp,2025-03-09 23:49:22,10472,0,0,0,1
lamp,2025-03-09 23:49:32,10392,0,0,0,1
lamp,2025-03-09 23:49:44,10264,0,0,0,1
lamp,2025-03-09 23:49:55,10054,0,0,0,1
lamp,2025-03-09 23:50:07,10283,0,0,0,1
lamp,2025-03-09 23:50:17,10487,0,0,0,1
lamp,2025-03-09 23:50:27,10325,0,0,0,1
lamp,2025-03-09 23:50:39,10287,0,0,0,1
lamp,2025-03-09 23:50:50,10454,0,0,0,1
lamp,2025-03-09 23:51:01,10758,0,0,0,1
lamp,2025-03-09 23:51:11,10243,0,0,0,1
lamp,2025-03-09 23:51:23,10304,0,0,0,1
lamp,2025-03-09 23:51:35,10277,0,0,0,1
lamp,2025-03-09 23:51:46,10386,0,0,0,1
lamp,2025-03-09 23:51:56,10678,0,0,0,1
lamp,2025-03-09 23:52:08,10423,0,0,0,1
lamp,2025-03-09 23:52:20,10196,0,0,0,1
lamp,2025-03-09 23:52:30,10458,0,0,0,1
lamp,2025-03-09 23:52:41,10762,0,0,0,1
lamp,2025-03-09 23:52:52,10552,0,0,0,1
lamp,2025-03-09 23:53:03,10576,0,0,0,1
lamp,2025-03-09 23:53:14,10413,0,0,0,1
lamp,2025-03-09 23:53:25,10330,0,0,0,1
lamp,2025-03-09 23:53:37,10574,0,0,0,1
lamp,2025-03-09 23:53:48,10502,0,0,0,1
lamp,2025-03-09 23:53:59,10390,0,0,0,1
lamp,2025-03-09 23:54:10,10462,0,0,0,1
lamp,2025-03-09 23:54:21,10454,0,0,0,1
lamp,2025-03-09 23:54:32,10327,0,0,0,1
lamp,2025-03-09 23:54:44,10527,0,0,0,1
lamp,2025-03-09 23:54:54,10545,0,0,0,1
lamp,2025-03-09 23:55:06,10555,0,0,0,1
lamp,2025-03-09 23:55:17,10786,0,0,0,1
lamp,2025-03-09 23:55:28,10498,0,0,0,1
lamp,2025-03-09 23:55:39,10445,0,0,0,1
lamp,2025-03-09 23:55:51,10554,0,0,0,1
lamp,2025-03-09 23:56:01,10485,0,0,0,1
lamp,2025-03-09 23:56:12,10272,0,0,0,1
lamp,2025-03-09 23:56:22,10727,0,0,0,1
lamp,2025-03-09 23:56:32,10200,0,0,0,1
lamp,2025-03-09 23:56:42,10414,0,0,0,1
lamp,2025-03-09 23:56:53,10263,0,0,0,1
lamp,2025-03-09 23:57:04,10412,0,0,0,1
lamp,2025-03-09 23:57:15,10580,0,0,0,1
lamp,2025-03-09 23:57:26,10470,0,0,0,1
lamp,2025-03-09 23:57:39,10321,0,0,0,1
lamp,2025-03-09 23:57:49,10366,0,0,0,1
lamp,2025-03-09 23:58:01,10364,0,0,0,1
lamp,2025-03-09 23:58:11,10496,0,0,0,1
lamp,2025-03-09 23:58:21,10663,0,0,0,1
lamp,2025-03-09 23:58:32,10669,0,0,0,1
lamp,2025-03-09 23:58:44,10385,0,0,0,1
lamp,2025-03-09 23:58:54,10234,0,0,0,1
lamp,2025-03-09 23:59:06,10439,0,0,0,1
lamp,2025-03-09 23:59:16,10613,0,0,0,1
lamp,2025-03-09 23:59:27,10279,0,0,0,1
lamp,2025-03-09 23:59:37,10580,0,0,0,1
lamp,2025-03-09 23:59:48,10311,0,0,0,1
lamp,2025-03-09 23:59:58,10542,0,0,0,1
lamp,2025-03-10 00:00:10,10556,0,0,0,1
lamp,2025-03-10 00:00:21,10229,0,0,0,1
lamp,2025-03-10 00:00:33,10492,0,0,0,1
lamp,2025-03-10 00:00:45,10610,0,0,0,1
lamp,2025-03-10 00:00:56,10326,0,0,0,1
lamp,2025-03-10 00:01:07,10562,0,0,0,1
lamp,2025-03-10 00:01:17,10274,0,0,0,1
lamp,2025-03-10 00:01:28,10159,0,0,0,1
lamp,2025-03-10 00:01:39,10622,0,0,0,1
lamp,2025-03-10 00:01:49,10270,0,0,0,1
lamp,2025-03-10 00:02:01,10455,0,0,0,1
lamp,2025-03-10 00:02:11,10601,0,0,0,1
lamp,2025-03-10 00:02:22,10645,0,0,0,1
lamp,2025-03-10 00:02:33,10444,0,0,0,1
lamp,2025-03-10 00:02:45,10477,0,0,0,1
lamp,2025-03-10 00:02:55,10323,0,0,0,1
lamp,2025-03-10 00:03:06,10377,0,0,0,1
lamp,2025-03-10 00:03:16,10587,0,0,0,1
lamp,2025-03-10 00:03:27,10487,0,0,0,1
lamp,2025-03-10 00:03:38,10582,0,0,0,1
lamp,2025-03-10 00:03:49,10655,0,0,0,1
lamp,2025-03-10 00:03:59,10726,0,0,0,1
lamp,2025-03-10 00:04:10,10471,0,0,0,1
lamp,2025-03-10 00:04:22,10790,0,0,0,1
lamp,2025-03-10 00:04:33,10255,0,0,0,1
lamp,2025-03-10 00:04:43,10467,0,0,0,1
lamp,2025-03-10 00:04:54,10282,0,0,0,1
lamp,2025-03-10 00:05:04,10741,0,0,0,1
lamp,2025-03-10 00:05:16,10323,0,0,0,1
lamp,2025-03-10 00:05:30,10379,0,0,0,1
lamp,2025-03-10 00:05:41,10175,0,0,0,1
lamp,2025-03-10 00:05:52,10300,0,0,0,1
lamp,2025-03-10 00:06:02,10537,0,0,0,1
lamp,2025-03-10 00:06:13,10253,0,0,0,1
lamp,2025-03-10 00:06:24,10595,0,0,0,1
lamp,2025-03-10 00:06:34,10482,0,0,0,1
lamp,2025-03-10 00:06:45,10395,0,0,0,1
lamp,2025-03-10 00:06:55,10265,0,0,0,1
lamp,2025-03-10 00:07:05,10508,0,0,0,1
lamp,2025-03-10 00:07:16,10426,0,0,0,1
lamp,2025-03-10 00:07:27,10298,0,0,0,1
lamp,2025-03-10 00:07:38,10513,0,0,0,1
lamp,2025-03-10 00:07:51,10381,0,0,0,1
lamp,2025-03-10 00:08:01,10389,0,0,0,1
lamp,2025-03-10 00:08:12,10464,0,0,0,1
lamp,2025-03-10 00:08:23,10555,0,0,0,1
lamp,2025-03-10 00:08:35,10432,0,0,0,1
lamp,2025-03-10 00:08:46,10449,0,0,0,1
lamp,2025-03-10 00:08:57,10657,0,0,0,1
lamp,2025-03-10 00:09:07,10567,0,0,0,1
lamp,2025-03-10 00:09:18,10515,0,0,0,1
lamp,2025-03-10 00:09:29,10574,0,0,0,1
lamp,2025-03-10 00:09:41,10335,0,0,0,1
lamp,2025-03-10 00:09:52,10326,0,0,0,1
lamp,2025-03-10 00:10:02,10577,0,0,0,1
lamp,2025-03-10 00:10:14,10406,0,0,0,1
lamp,2025-03-10 00:10:25,10450,0,0,0,1
lamp,2025-03-10 00:10:36,10542,0,0,0,1
lamp,2025-03-10 00:10:47,10638,0,0,0,1
lamp,2025-03-10 00:10:57,10382,0,0,0,1
lamp,2025-03-10 00:11:08,10233,0,0,0,1
lamp,2025-03-10 00:11:18,10306,0,0,0,1
lamp,2025-03-10 00:11:30,10676,0,0,0,1
lamp,2025-03-10 00:11:41,10304,0,0,0,1
lamp,2025-03-10 00:11:51,10456,0,0,0,1
lamp,2025-03-10 00:12:02,10341,0,0,0,1
lamp,2025-03-10 00:12:13,10177,0,0,0,1
lamp,2025-03-10 00:12:23,10422,0,0,0,1
lamp,2025-03-10 00:12:34,10432,0,0,0,1
lamp,2025-03-10 00:12:44,10535,0,0,0,1
lamp,2025-03-10 00:12:54,10501,0,0,0,1
lamp,2025-03-10 00:13:05,10475,0,0,0,1
lamp,2025-03-10 00:13:15,10493,0,0,0,1
lamp,2025-03-10 00:13:26,10371,0,0,0,1
lamp,2025-03-10 00:13:36,10572,0,0,0,1
lamp,2025-03-10 00:13:46,10505,0,0,0,1
lamp,2025-03-10 00:13:58,10376,0,0,0,1
lamp,2025-03-10 00:14:10,10430,0,0,0,1
lamp,2025-03-10 00:14:21,10442,0,0,0,1
lamp,2025-03-10 00:14:32,10429,0,0,0,1
lamp,2025-03-10 00:14:42,10585,0,0,0,1
lamp,2025-03-10 00:14:53,10458,0,0,0,1
lamp,2025-03-10 00:15:03,10319,0,0,0,1
lamp,2025-03-10 00:15:15,10535,0,0,0,1
lamp,2025-03-10 00:15:26,10303,0,0,0,1
lamp,2025-03-10 00:15:37,10338,0,0,0,1
lamp,2025-03-10 00:15:47,10507,0,0,0,1
lamp,2025-03-10 00:15:59,10636,0,0,0,1
lamp,2025-03-10 00:16:10,10109,0,0,0,1
lamp,2025-03-10 00:16:20,10555,0,0,0,1
lamp,2025-03-10 00:16:32,10313,0,0,0,1
lamp,2025-03-10 00:16:43,10542,0,0,0,1
lamp,2025-03-10 00:16:55,10560,0,0,0,1
lamp,2025-03-10 00:17:06,10436,0,0,0,1
lamp,2025-03-10 00:17:16,10533,0,0,0,1
lamp,2025-03-10 00:17:27,10409,0,0,0,1
lamp,2025-03-10 00:17:37,10623,0,0,0,1
lamp,2025-03-10 00:17:48,10731,0,0,0,1
lamp,2025-03-10 00:17:59,10646,0,0,0,1
lamp,2025-03-10 00:18:11,10698,0,0,0,1
lamp,2025-03-10 00:18:21,10267,0,0,0,1
lamp,2025-03-10 00:18:31,10494,0,0,0,1
lamp,2025-03-10 00:18:42,10401,0,0,0,1
lamp,2025-03-10 00:18:53,10643,0,0,0,1
lamp,2025-03-10 00:19:03,10612,0,0,0,1
lamp,2025-03-10 00:19:14,10354,0,0,0,1
lamp,2025-03-10 00:19:24,10586,0,0,0,1
lamp,2025-03-10 00:19:35,10469,0,0,0,1
lamp,2025-03-10 00:19:47,10432,0,0,0,1
lamp,2025-03-10 00:19:58,10802,0,0,0,1
lamp,2025-03-10 00:20:08,10544,0,0,0,1
lamp,2025-03-10 00:20:19,10478,0,0,0,1
lamp,2025-03-10 00:20:32,10439,0,0,0,1
lamp,2025-03-10 00:20:43,10665,0,0,0,1
lamp,2025-03-10 00:20:54,10691,0,0,0,1
lamp,2025-03-10 00:21:06,10597,0,0,0,1
lamp,2025-03-10 00:21:16,10542,0,0,0,1
lamp,2025-03-10 00:21:27,10610,0,0,0,1
lamp,2025-03-10 00:21:38,10951,0,0,0,1
lamp,2025-03-10 00:21:48,10560,0,0,0,1
lamp,2025-03-10 00:21:59,10515,0,0,0,1
lamp,2025-03-10 00:22:10,10663,0,0,0,1
lamp,2025-03-10 00:22:20,10430,0,0,0,1
lamp,2025-03-10 00:22:30,10529,0,0,0,1
lamp,2025-03-10 00:22:40,10566,0,0,0,1
lamp,2025-03-10 00:22:50,10641,0,0,0,1
lamp,2025-03-10 00:23:01,10507,0,0,0,1
lamp,2025-03-10 00:23:13,10487,0,0,0,1
lamp,2025-03-10 00:23:25,10621,0,0,0,1
lamp,2025-03-10 00:23:37,10813,0,0,0,1
lamp,2025-03-10 00:23:47,10589,0,0,0,1
lamp,2025-03-10 00:23:58,10635,0,0,0,1
lamp,2025-03-10 00:24:10,10682,0,0,0,1
lamp,2025-03-10 00:24:21,10602,0,0,0,1
lamp,2025-03-10 00:24:33,10516,0,0,0,1
lamp,2025-03-10 00:24:43,10716,0,0,0,1
lamp,2025-03-10 00:24:54,10502,0,0,0,1
lamp,2025-03-10 00:25:06,10321,0,0,0,1
lamp,2025-03-10 00:25:17,10453,0,0,0,1
lamp,2025-03-10 00:25:28,10642,0,0,0,1
lamp,2025-03-10 00:25:38,10613,0,0,0,1
lamp,2025-03-10 00:25:49,10788,0,0,0,1
lamp,2025-03-10 00:26:01,10672,0,0,0,1
lamp,2025-03-10 00:26:11,10578,0,0,0,1
lamp,2025-03-10 00:26:21,10686,0,0,0,1
lamp,2025-03-10 00:26:32,10577,0,0,0,1
lamp,2025-03-10 00:26:44,10543,0,0,0,1
lamp,2025-03-10 00:26:54,10787,0,0,0,1
lamp,2025-03-10 00:27:05,10825,0,0,0,1
lamp,2025-03-10 00:27:15,10546,0,0,0,1
lamp,2025-03-10 00:27:26,10396,0,0,0,1
lamp,2025-03-10 00:27:38,10462,0,0,0,1
lamp,2025-03-10 00:27:48,10495,0,0,0,1
lamp,2025-03-10 00:27:59,10421,0,0,0,1
lamp,2025-03-10 00:28:10,10573,0,0,0,1
lamp,2025-03-10 00:28:20,10858,0,0,0,1
lamp,2025-03-10 00:28:31,10521,0,0,0,1
lamp,2025-03-10 00:28:42,10557,0,0,0,1
lamp,2025-03-10 00:28:52,10656,0,0,0,1
lamp,2025-03-10 00:29:03,10652,0,0,0,1
lamp,2025-03-10 00:29:13,10608,0,0,0,1
lamp,2025-03-10 00:29:24,10617,0,0,0,1
lamp,2025-03-10 00:29:34,10433,0,0,0,1
lamp,2025-03-10 00:29:44,10411,0,0,0,1
lamp,2025-03-10 00:29:55,10474,0,0,0,1
lamp,2025-03-10 00:30:06,10755,0,0,0,1
lamp,2025-03-10 00:30:17,10684,0,0,0,1
lamp,2025-03-10 00:30:27,10655,0,0,0,1
lamp,2025-03-10 00:30:39,10588,0,0,0,1
lamp,2025-03-10 00:30:49,10468,0,0,0,1
lamp,2025-03-10 00:31:00,10440,0,0,0,1
lamp,2025-03-10 00:31:11,10687,0,0,0,1
lamp,2025-03-10 00:31:23,10299,0,0,0,1
lamp,2025-03-10 00:31:34,10294,0,0,0,1
lamp,2025-03-10 00:31:45,10542,0,0,0,1
lamp,2025-03-10 00:31:55,10478,0,0,0,1
lamp,2025-03-10 00:32:07,10454,0,0,0,1
lamp,2025-03-10 00:32:18,10614,0,0,0,1
lamp,2025-03-10 00:32:28,10434,0,0,0,1
lamp,2025-03-10 00:32:40,10579,0,0,0,1
lamp,2025-03-10 00:32:50,10614,0,0,0,1
lamp,2025-03-10 00:33:01,10727,0,0,0,1
lamp,2025-03-10 00:33:12,10791,0,0,0,1
lamp,2025-03-10 00:33:23,10352,0,0,0,1
lamp,2025-03-10 00:33:34,10655,0,0,0,1
lamp,2025-03-10 00:33:44,10575,0,0,0,1
lamp,2025-03-10 00:33:54,10728,0,0,0,1
lamp,2025-03-10 00:34:05,10522,0,0,0,1
lamp,2025-03-10 00:34:16,10285,0,0,0,1
lamp,2025-03-10 00:34:27,10503,0,0,0,1
lamp,2025-03-10 00:34:38,10465,0,0,0,1
lamp,2025-03-10 00:34:48,10529,0,0,0,1
lamp,2025-03-10 00:34:59,10730,0,0,0,1
lamp,2025-03-10 00:35:10,10316,0,0,0,1
lamp,2025-03-10 00:35:20,10612,0,0,0,1
lamp,2025-03-10 00:35:32,10707,0,0,0,1
lamp,2025-03-10 00:35:43,10526,0,0,0,1
lamp,2025-03-10 00:35:53,10574,0,0,0,1
lamp,2025-03-10 00:36:05,10417,0,0,0,1
lamp,2025-03-10 00:36:17,10643,0,0,0,1
lamp,2025-03-10 00:36:27,10716,0,0,0,1
lamp,2025-03-10 00:36:38,10553,0,0,0,1
lamp,2025-03-10 00:36:48,10555,0,0,0,1
lamp,2025-03-10 00:36:59,10610,0,0,0,1
lamp,2025-03-10 00:37:10,10446,0,0,0,1
lamp,2025-03-10 00:37:20,10461,0,0,0,1
lamp,2025-03-10 00:37:31,10804,0,0,0,1
lamp,2025-03-10 00:37:41,10564,0,0,0,1
lamp,2025-03-10 00:37:52,10342,0,0,0,1
lamp,2025-03-10 00:38:03,10613,0,0,0,1
lamp,2025-03-10 00:38:14,10370,0,0,0,1
lamp,2025-03-10 00:38:25,10457,0,0,0,1
lamp,2025-03-10 00:38:37,10398,0,0,0,1
lamp,2025-03-10 00:38:47,10677,0,0,0,1
lamp,2025-03-10 00:38:59,10654,0,0,0,1
lamp,2025-03-10 00:39:09,10620,0,0,0,1
lamp,2025-03-10 00:39:20,10221,0,0,0,1
lamp,2025-03-10 00:39:31,10609,0,0,0,1
lamp,2025-03-10 00:39:43,10423,0,0,0,1
lamp,2025-03-10 00:39:54,10391,0,0,0,1
lamp,2025-03-10 00:40:04,10700,0,0,0,1
lamp,2025-03-10 00:40:15,10570,0,0,0,1
lamp,2025-03-10 00:40:25,10283,0,0,0,1
lamp,2025-03-10 00:40:35,10621,0,0,0,1
lamp,2025-03-10 00:40:45,10553,0,0,0,1
lamp,2025-03-10 00:40:56,10322,0,0,0,1
lamp,2025-03-10 00:41:07,10655,0,0,0,1
lamp,2025-03-10 00:41:18,10471,0,0,0,1
lamp,2025-03-10 00:41:29,10560,0,0,0,1
lamp,2025-03-10 00:41:41,10522,0,0,0,1
lamp,2025-03-10 00:41:51,10515,0,0,0,1
lamp,2025-03-10 00:42:03,10678,0,0,0,1
lamp,2025-03-10 00:42:13,10486,0,0,0,1
lamp,2025-03-10 00:42:25,10767,0,0,0,1
lamp,2025-03-10 00:42:36,10396,0,0,0,1
lamp,2025-03-10 00:42:48,10571,0,0,0,1
lamp,2025-03-10 00:42:58,10468,0,0,0,1
lamp,2025-03-10 00:43:09,10614,0,0,0,1
lamp,2025-03-10 00:43:19,10749,0,0,0,1
lamp,2025-03-10 00:43:30,10300,0,0,0,1
lamp,2025-03-10 00:43:41,10555,0,0,0,1
lamp,2025-03-10 00:43:52,10473,0,0,0,1
lamp,2025-03-10 00:44:04,10512,0,0,0,1
lamp,2025-03-10 00:44:15,10641,0,0,0,1
lamp,2025-03-10 00:44:25,10636,0,0,0,1
lamp,2025-03-10 00:44:37,10564,0,0,0,1
lamp,2025-03-10 00:44:48,10640,0,0,0,1
lamp,2025-03-10 00:44:59,10440,0,0,0,1
lamp,2025-03-10 00:45:11,10644,0,0,0,1
lamp,2025-03-10 00:45:22,10505,0,0,0,1
lamp,2025-03-10 00:45:33,10435,0,0,0,1
lamp,2025-03-10 00:45:44,10380,0,0,0,1
lamp,2025-03-10 00:45:54,10379,0,0,0,1
lamp,2025-03-10 00:46:05,10554,0,0,0,1
lamp,2025-03-10 00:46:16,10567,0,0,0,1
lamp,2025-03-10 00:46:27,10429,0,0,0,1
lamp,2025-03-10 00:46:38,10448,0,0,0,1
lamp,2025-03-10 00:46:48,10498,0,0,0,1
lamp,2025-03-10 00:46:59,10608,0,0,0,1
lamp,2025-03-10 00:47:09,10464,0,0,0,1
lamp,2025-03-10 00:47:20,10419,0,0,0,1
lamp,2025-03-10 00:47:31,10446,0,0,0,1
lamp,2025-03-10 00:47:41,10482,0,0,0,1
lamp,2025-03-10 00:47:53,10661,0,0,0,1
lamp,2025-03-10 00:48:03,10810,0,0,0,1
lamp,2025-03-10 00:48:14,10641,0,0,0,1
lamp,2025-03-10 00:48:25,10409,0,0,0,1
lamp,2025-03-10 00:48:36,10411,0,0,0,1
lamp,2025-03-10 00:48:47,10365,0,0,0,1
lamp,2025-03-10 00:48:57,10394,0,0,0,1
lamp,2025-03-10 00:49:08,10727,0,0,0,1
lamp,2025-03-10 00:49:19,10699,0,0,0,1
lamp,2025-03-10 00:49:31,10701,0,0,0,1
lamp,2025-03-10 00:49:42,10531,0,0,0,1
lamp,2025-03-10 00:49:52,10543,0,0,0,1
lamp,2025-03-10 00:50:02,10592,0,0,0,1
lamp,2025-03-10 00:50:14,10363,0,0,0,1
lamp,2025-03-10 00:50:27,10822,0,0,0,1
lamp,2025-03-10 00:50:39,10544,0,0,0,1
lamp,2025-03-10 00:50:50,10543,0,0,0,1
lamp,2025-03-10 00:51:01,10511,0,0,0,1
lamp,2025-03-10 00:51:12,10710,0,0,0,1
lamp,2025-03-10 00:51:23,10691,0,0,0,1
lamp,2025-03-10 00:51:34,10430,0,0,0,1
lamp,2025-03-10 00:51:45,10594,0,0,0,1
lamp,2025-03-10 00:51:56,10621,0,0,0,1
